Fast Name,Charged Name,Fast Type,Fast Power,Fast Energy,Fast Power Per Energy,Charged Type,Charged Power,Charged Energy,Charged Power Per Energy,Charged Rate
Scratch,Tri Attack,Normal,4,2,2.0,Normal,65,-50,-1.3,25.0
Cut,Dig,Normal,3,2,1.5,Ground,80,-50,-1.6,25.0
Scratch,Meteor Mash,Normal,4,2,2.0,Steel,100,-50,-2.0,25.0
Fury Cutter,Struggle,Bug,2,4,0.5,Normal,35,-100,-0.35,25.0
Bug Bite,Aeroblast,Bug,3,3,1.0,Flying,170,-75,-2.2666666666666666,25.0
Scratch,Scald,Normal,4,2,2.0,Water,85,-50,-1.7,25.0
Scratch,Feather Dance,Normal,4,2,2.0,Flying,35,-50,-0.7,25.0
Bite,Sky Attack,Dark,4,2,2.0,Flying,75,-50,-1.5,25.0
Cut,Hyper Fang,Normal,3,2,1.5,Normal,80,-50,-1.6,25.0
Cut,Blast Burn,Normal,3,2,1.5,Fire,110,-50,-2.2,25.0
Bite,Rock Wrecker,Dark,4,2,2.0,Rock,110,-50,-2.2,25.0
Lick,Gunk Shot,Ghost,3,3,1.0,Poison,130,-75,-1.7333333333333334,25.0
Razor Leaf,Struggle,Grass,10,4,2.5,Normal,35,-100,-0.35,25.0
Bite,Heavy Slam,Dark,4,2,2.0,Steel,70,-50,-1.4,25.0
Bite,Grass Knot,Dark,4,2,2.0,Grass,90,-50,-1.8,25.0
Water Gun,Focus Blast,Water,3,3,1.0,Fighting,150,-75,-2.0,25.0
Scratch,Natures Madness,Normal,4,2,2.0,Fairy,80,-50,-1.6,25.0
Bug Bite,Blizzard,Bug,3,3,1.0,Ice,140,-75,-1.8666666666666667,25.0
Scratch,Oblivion Wing,Normal,4,2,2.0,Flying,85,-50,-1.7,25.0
Tackle,Skull Bash,Normal,3,3,1.0,Normal,130,-75,-1.7333333333333334,25.0
Bite,Natures Madness,Dark,4,2,2.0,Fairy,80,-50,-1.6,25.0
Lick,Poltergeist,Ghost,3,3,1.0,Ghost,150,-75,-2.0,25.0
Psywave,Grass Knot,Psychic,3,2,1.5,Grass,90,-50,-1.8,25.0
Scratch,Scorching Sands,Normal,4,2,2.0,Ground,80,-50,-1.6,25.0
Tackle,Aeroblast Plus Plus,Normal,3,3,1.0,Flying,170,-75,-2.2666666666666666,25.0
Dragon Breath,Heat Wave,Dragon,4,3,1.3333333333333333,Fire,95,-75,-1.2666666666666666,25.0
Scratch,Sky Attack,Normal,4,2,2.0,Flying,75,-50,-1.5,25.0
Dragon Breath,Poltergeist,Dragon,4,3,1.3333333333333333,Ghost,150,-75,-2.0,25.0
Psywave,Heavy Slam,Psychic,3,2,1.5,Steel,70,-50,-1.4,25.0
Scratch,Volt Tackle,Normal,4,2,2.0,Electric,90,-50,-1.8,25.0
Bite,Iron Head,Dark,4,2,2.0,Steel,70,-50,-1.4,25.0
Cut,Scald,Normal,3,2,1.5,Water,85,-50,-1.7,25.0
Cut,Natures Madness,Normal,3,2,1.5,Fairy,80,-50,-1.6,25.0
Cut,Heavy Slam,Normal,3,2,1.5,Steel,70,-50,-1.4,25.0
Psywave,Scald,Psychic,3,2,1.5,Water,85,-50,-1.7,25.0
Cut,Oblivion Wing,Normal,3,2,1.5,Flying,85,-50,-1.7,25.0
Tackle,Hydro Pump,Normal,3,3,1.0,Water,130,-75,-1.7333333333333334,25.0
Bite,Dig,Dark,4,2,2.0,Ground,80,-50,-1.6,25.0
Scratch,Trailblaze,Normal,4,2,2.0,Grass,65,-50,-1.3,25.0
Dragon Breath,Seed Flare,Dragon,4,3,1.3333333333333333,Grass,130,-75,-1.7333333333333334,25.0
Scratch,Dark Pulse,Normal,4,2,2.0,Dark,80,-50,-1.6,25.0
Tackle,Focus Blast,Normal,3,3,1.0,Fighting,150,-75,-2.0,25.0
Psywave,Hyper Fang,Psychic,3,2,1.5,Normal,80,-50,-1.6,25.0
Scratch,Submission,Normal,4,2,2.0,Fighting,60,-50,-1.2,25.0
Bite,Dark Pulse,Dark,4,2,2.0,Dark,80,-50,-1.6,25.0
Cut,Power Whip,Normal,3,2,1.5,Grass,90,-50,-1.8,25.0
Bite,Submission,Dark,4,2,2.0,Fighting,60,-50,-1.2,25.0
Psywave,Dynamic Punch,Psychic,3,2,1.5,Fighting,90,-50,-1.8,25.0
Dragon Breath,Blizzard,Dragon,4,3,1.3333333333333333,Ice,140,-75,-1.8666666666666667,25.0
Psywave,Power Whip,Psychic,3,2,1.5,Grass,90,-50,-1.8,25.0
Cut,Brine,Normal,3,2,1.5,Water,60,-50,-1.2,25.0
Tackle,Aeroblast Plus,Normal,3,3,1.0,Flying,170,-75,-2.2666666666666666,25.0
Cut,Flame Charge,Normal,3,2,1.5,Fire,65,-50,-1.3,25.0
Cut,Scorching Sands,Normal,3,2,1.5,Ground,80,-50,-1.6,25.0
Cut,Trailblaze,Normal,3,2,1.5,Grass,65,-50,-1.3,25.0
Scratch,Heavy Slam,Normal,4,2,2.0,Steel,70,-50,-1.4,25.0
Psywave,Sky Attack,Psychic,3,2,1.5,Flying,75,-50,-1.5,25.0
Bite,Trailblaze,Dark,4,2,2.0,Grass,65,-50,-1.3,25.0
Psywave,Submission,Psychic,3,2,1.5,Fighting,60,-50,-1.2,25.0
Lick,Aeroblast Plus Plus,Ghost,3,3,1.0,Flying,170,-75,-2.2666666666666666,25.0
Lick,Seed Flare,Ghost,3,3,1.0,Grass,130,-75,-1.7333333333333334,25.0
Scratch,Rock Wrecker,Normal,4,2,2.0,Rock,110,-50,-2.2,25.0
Cut,Spacial Rend,Normal,3,2,1.5,Dragon,95,-50,-1.9,25.0
Dragon Breath,Aeroblast Plus,Dragon,4,3,1.3333333333333333,Flying,170,-75,-2.2666666666666666,25.0
Scratch,Dynamic Punch,Normal,4,2,2.0,Fighting,90,-50,-1.8,25.0
Dragon Breath,Aeroblast Plus Plus,Dragon,4,3,1.3333333333333333,Flying,170,-75,-2.2666666666666666,25.0
Cut,Sky Attack,Normal,3,2,1.5,Flying,75,-50,-1.5,25.0
Scratch,Synchronoise,Normal,4,2,2.0,Psychic,80,-50,-1.6,25.0
Tackle,Gunk Shot,Normal,3,3,1.0,Poison,130,-75,-1.7333333333333334,25.0
Water Gun,Aeroblast Plus Plus,Water,3,3,1.0,Flying,170,-75,-2.2666666666666666,25.0
Lick,Aeroblast Plus,Ghost,3,3,1.0,Flying,170,-75,-2.2666666666666666,25.0
Bite,Sludge Bomb,Dark,4,2,2.0,Poison,80,-50,-1.6,25.0
Bite,Oblivion Wing,Dark,4,2,2.0,Flying,85,-50,-1.7,25.0
Water Gun,Skull Bash,Water,3,3,1.0,Normal,130,-75,-1.7333333333333334,25.0
Tackle,Aeroblast,Normal,3,3,1.0,Flying,170,-75,-2.2666666666666666,25.0
Water Gun,Aeroblast,Water,3,3,1.0,Flying,170,-75,-2.2666666666666666,25.0
Dragon Breath,Aeroblast,Dragon,4,3,1.3333333333333333,Flying,170,-75,-2.2666666666666666,25.0
Psywave,Synchronoise,Psychic,3,2,1.5,Psychic,80,-50,-1.6,25.0
Psywave,Sludge Bomb,Psychic,3,2,1.5,Poison,80,-50,-1.6,25.0
Cut,Dynamic Punch,Normal,3,2,1.5,Fighting,90,-50,-1.8,25.0
Cut,Sludge Bomb,Normal,3,2,1.5,Poison,80,-50,-1.6,25.0
Psywave,Flame Charge,Psychic,3,2,1.5,Fire,65,-50,-1.3,25.0
Psywave,Blast Burn,Psychic,3,2,1.5,Fire,110,-50,-2.2,25.0
Psywave,Brine,Psychic,3,2,1.5,Water,60,-50,-1.2,25.0
Cut,Grass Knot,Normal,3,2,1.5,Grass,90,-50,-1.8,25.0
Psywave,Meteor Mash,Psychic,3,2,1.5,Steel,100,-50,-2.0,25.0
Tackle,Seed Flare,Normal,3,3,1.0,Grass,130,-75,-1.7333333333333334,25.0
Water Gun,Aeroblast Plus,Water,3,3,1.0,Flying,170,-75,-2.2666666666666666,25.0
Scratch,Dig,Normal,4,2,2.0,Ground,80,-50,-1.6,25.0
Psywave,Iron Head,Psychic,3,2,1.5,Steel,70,-50,-1.4,25.0
Psywave,Crabhammer,Psychic,3,2,1.5,Water,85,-50,-1.7,25.0
Cut,Volt Tackle,Normal,3,2,1.5,Electric,90,-50,-1.8,25.0
Psywave,Octazooka,Psychic,3,2,1.5,Water,50,-50,-1.0,25.0
Scratch,Power Whip,Normal,4,2,2.0,Grass,90,-50,-1.8,25.0
Water Gun,Hydro Pump Blastoise,Water,3,3,1.0,Water,90,-80,-1.125,27.0
Dragon Breath,Fire Blast,Dragon,4,3,1.3333333333333333,Fire,140,-80,-1.75,27.0
Bug Bite,Zap Cannon,Bug,3,3,1.0,Electric,150,-80,-1.875,27.0
Bug Bite,Fire Blast,Bug,3,3,1.0,Fire,140,-80,-1.75,27.0
Bug Bite,Hydro Pump Blastoise,Bug,3,3,1.0,Water,90,-80,-1.125,27.0
Tackle,Solar Beam,Normal,3,3,1.0,Grass,150,-80,-1.875,27.0
Tackle,Giga Drain,Normal,3,3,1.0,Grass,50,-80,-0.625,27.0
Water Gun,Fire Blast,Water,3,3,1.0,Fire,140,-80,-1.75,27.0
Water Gun,Giga Impact,Water,3,3,1.0,Normal,150,-80,-1.875,27.0
Dragon Breath,Giga Drain,Dragon,4,3,1.3333333333333333,Grass,50,-80,-0.625,27.0
Bug Bite,Scald Blastoise,Bug,3,3,1.0,Water,50,-80,-0.625,27.0
Lick,Giga Drain,Ghost,3,3,1.0,Grass,50,-80,-0.625,27.0
Bug Bite,Solar Beam,Bug,3,3,1.0,Grass,150,-80,-1.875,27.0
Lick,Solar Beam,Ghost,3,3,1.0,Grass,150,-80,-1.875,27.0
Tackle,Scald Blastoise,Normal,3,3,1.0,Water,50,-80,-0.625,27.0
Lick,Fire Blast,Ghost,3,3,1.0,Fire,140,-80,-1.75,27.0
Bug Bite,Giga Drain,Bug,3,3,1.0,Grass,50,-80,-0.625,27.0
Dragon Breath,Solar Beam,Dragon,4,3,1.3333333333333333,Grass,150,-80,-1.875,27.0
Bug Bite,Hyper Beam,Bug,3,3,1.0,Normal,150,-80,-1.875,27.0
Lick,Hydro Pump Blastoise,Ghost,3,3,1.0,Water,90,-80,-1.125,27.0
Lick,Giga Impact,Ghost,3,3,1.0,Normal,150,-80,-1.875,27.0
Lick,Hyper Beam,Ghost,3,3,1.0,Normal,150,-80,-1.875,27.0
Dragon Breath,Giga Impact,Dragon,4,3,1.3333333333333333,Normal,150,-80,-1.875,27.0
Water Gun,Zap Cannon,Water,3,3,1.0,Electric,150,-80,-1.875,27.0
Water Gun,Scald Blastoise,Water,3,3,1.0,Water,50,-80,-0.625,27.0
Water Gun,Solar Beam,Water,3,3,1.0,Grass,150,-80,-1.875,27.0
Bug Bite,Giga Impact,Bug,3,3,1.0,Normal,150,-80,-1.875,27.0
Dragon Breath,Zap Cannon,Dragon,4,3,1.3333333333333333,Electric,150,-80,-1.875,27.0
Tackle,Hyper Beam,Normal,3,3,1.0,Normal,150,-80,-1.875,27.0
Tackle,Zap Cannon,Normal,3,3,1.0,Electric,150,-80,-1.875,27.0
Dragon Breath,Hyper Beam,Dragon,4,3,1.3333333333333333,Normal,150,-80,-1.875,27.0
Water Gun,Hyper Beam,Water,3,3,1.0,Normal,150,-80,-1.875,27.0
Lick,Scald Blastoise,Ghost,3,3,1.0,Water,50,-80,-0.625,27.0
Tackle,Hydro Pump Blastoise,Normal,3,3,1.0,Water,90,-80,-1.125,27.0
Water Gun,Giga Drain,Water,3,3,1.0,Grass,50,-80,-0.625,27.0
Dragon Breath,Scald Blastoise,Dragon,4,3,1.3333333333333333,Water,50,-80,-0.625,27.0
Dragon Breath,Hydro Pump Blastoise,Dragon,4,3,1.3333333333333333,Water,90,-80,-1.125,27.0
Tackle,Giga Impact,Normal,3,3,1.0,Normal,150,-80,-1.875,27.0
Tackle,Fire Blast,Normal,3,3,1.0,Fire,140,-80,-1.75,27.0
Lick,Zap Cannon,Ghost,3,3,1.0,Electric,150,-80,-1.875,27.0
Cut,Energy Ball,Normal,3,2,1.5,Grass,90,-55,-1.6363636363636365,28.0
Cut,Brave Bird,Normal,3,2,1.5,Flying,130,-55,-2.3636363636363638,28.0
Scratch,Psychic,Normal,4,2,2.0,Psychic,75,-55,-1.3636363636363635,28.0
Cut,Thunderbolt,Normal,3,2,1.5,Electric,90,-55,-1.6363636363636365,28.0
Cut,Mirror Coat,Normal,3,2,1.5,Psychic,60,-55,-1.0909090909090908,28.0
Scratch,High Jump Kick,Normal,4,2,2.0,Fighting,110,-55,-2.0,28.0
Cut,Draining Kiss,Normal,3,2,1.5,Fairy,60,-55,-1.0909090909090908,28.0
Scratch,Overheat,Normal,4,2,2.0,Fire,130,-55,-2.3636363636363638,28.0
Scratch,Energy Ball,Normal,4,2,2.0,Grass,90,-55,-1.6363636363636365,28.0
Bite,High Jump Kick,Dark,4,2,2.0,Fighting,110,-55,-2.0,28.0
Scratch,Water Pulse,Normal,4,2,2.0,Water,80,-55,-1.4545454545454546,28.0
Cut,Signal Beam,Normal,3,2,1.5,Bug,75,-55,-1.3636363636363635,28.0
Cut,Parabolic Charge,Normal,3,2,1.5,Electric,65,-55,-1.1818181818181819,28.0
Cut,Night Shade,Normal,3,2,1.5,Ghost,60,-55,-1.0909090909090908,28.0
Bite,Techno Blast Normal,Dark,4,2,2.0,Normal,120,-55,-2.1818181818181817,28.0
Scratch,Mirror Coat,Normal,4,2,2.0,Psychic,60,-55,-1.0909090909090908,28.0
Cut,Last Resort,Normal,3,2,1.5,Normal,90,-55,-1.6363636363636365,28.0
Bite,Aura Sphere,Dark,4,2,2.0,Fighting,100,-55,-1.8181818181818181,28.0
Bite,Techno Blast Burn,Dark,4,2,2.0,Fire,120,-55,-2.1818181818181817,28.0
Cut,Flame Burst,Normal,3,2,1.5,Fire,70,-55,-1.2727272727272727,28.0
Bite,Techno Blast Chill,Dark,4,2,2.0,Ice,120,-55,-2.1818181818181817,28.0
Cut,Water Pulse,Normal,3,2,1.5,Water,80,-55,-1.4545454545454546,28.0
Bite,Techno Blast Water,Dark,4,2,2.0,Water,120,-55,-2.1818181818181817,28.0
Cut,Shadow Ball,Normal,3,2,1.5,Ghost,100,-55,-1.8181818181818181,28.0
Scratch,Air Cutter,Normal,4,2,2.0,Flying,60,-55,-1.0909090909090908,28.0
Bite,Techno Blast Shock,Dark,4,2,2.0,Electric,120,-55,-2.1818181818181817,28.0
Cut,Air Cutter,Normal,3,2,1.5,Flying,60,-55,-1.0909090909090908,28.0
Bite,Leaf Storm,Dark,4,2,2.0,Grass,130,-55,-2.3636363636363638,28.0
Scratch,Night Shade,Normal,4,2,2.0,Ghost,60,-55,-1.0909090909090908,28.0
Cut,Psychic,Normal,3,2,1.5,Psychic,75,-55,-1.3636363636363635,28.0
Scratch,Brave Bird,Normal,4,2,2.0,Flying,130,-55,-2.3636363636363638,28.0
Cut,Overheat,Normal,3,2,1.5,Fire,130,-55,-2.3636363636363638,28.0
Psywave,Thunderbolt,Psychic,3,2,1.5,Electric,90,-55,-1.6363636363636365,28.0
Bite,Earth Power,Dark,4,2,2.0,Ground,90,-55,-1.6363636363636365,28.0
Psywave,Water Pulse,Psychic,3,2,1.5,Water,80,-55,-1.4545454545454546,28.0
Scratch,Flamethrower,Normal,4,2,2.0,Fire,90,-55,-1.6363636363636365,28.0
Psywave,Psychic,Psychic,3,2,1.5,Psychic,75,-55,-1.3636363636363635,28.0
Scratch,Megahorn,Normal,4,2,2.0,Bug,110,-55,-2.0,28.0
Scratch,Flame Wheel,Normal,4,2,2.0,Fire,60,-55,-1.0909090909090908,28.0
Bite,Mega Drain,Dark,4,2,2.0,Grass,25,-55,-0.45454545454545453,28.0
Cut,High Jump Kick,Normal,3,2,1.5,Fighting,110,-55,-2.0,28.0
Scratch,Techno Blast Chill,Normal,4,2,2.0,Ice,120,-55,-2.1818181818181817,28.0
Psywave,Air Cutter,Psychic,3,2,1.5,Flying,60,-55,-1.0909090909090908,28.0
Scratch,Techno Blast Burn,Normal,4,2,2.0,Fire,120,-55,-2.1818181818181817,28.0
Scratch,Techno Blast Normal,Normal,4,2,2.0,Normal,120,-55,-2.1818181818181817,28.0
Psywave,Brave Bird,Psychic,3,2,1.5,Flying,130,-55,-2.3636363636363638,28.0
Psywave,Night Shade,Psychic,3,2,1.5,Ghost,60,-55,-1.0909090909090908,28.0
Psywave,Overheat,Psychic,3,2,1.5,Fire,130,-55,-2.3636363636363638,28.0
Psywave,Energy Ball,Psychic,3,2,1.5,Grass,90,-55,-1.6363636363636365,28.0
Psywave,Mirror Coat,Psychic,3,2,1.5,Psychic,60,-55,-1.0909090909090908,28.0
Bite,Shadow Ball,Dark,4,2,2.0,Ghost,100,-55,-1.8181818181818181,28.0
Bite,Parabolic Charge,Dark,4,2,2.0,Electric,65,-55,-1.1818181818181819,28.0
Cut,Earth Power,Normal,3,2,1.5,Ground,90,-55,-1.6363636363636365,28.0
Psywave,Last Resort,Psychic,3,2,1.5,Normal,90,-55,-1.6363636363636365,28.0
Psywave,Earth Power,Psychic,3,2,1.5,Ground,90,-55,-1.6363636363636365,28.0
Psywave,Flame Burst,Psychic,3,2,1.5,Fire,70,-55,-1.2727272727272727,28.0
Scratch,Aura Sphere,Normal,4,2,2.0,Fighting,100,-55,-1.8181818181818181,28.0
Psywave,Signal Beam,Psychic,3,2,1.5,Bug,75,-55,-1.3636363636363635,28.0
Bite,Ice Beam,Dark,4,2,2.0,Ice,90,-55,-1.6363636363636365,28.0
Scratch,Thunderbolt,Normal,4,2,2.0,Electric,90,-55,-1.6363636363636365,28.0
Scratch,Parabolic Charge,Normal,4,2,2.0,Electric,65,-55,-1.1818181818181819,28.0
Psywave,Flame Wheel,Psychic,3,2,1.5,Fire,60,-55,-1.0909090909090908,28.0
Psywave,Megahorn,Psychic,3,2,1.5,Bug,110,-55,-2.0,28.0
Psywave,Flamethrower,Psychic,3,2,1.5,Fire,90,-55,-1.6363636363636365,28.0
Scratch,Leaf Storm,Normal,4,2,2.0,Grass,130,-55,-2.3636363636363638,28.0
Psywave,Stone Edge,Psychic,3,2,1.5,Rock,100,-55,-1.8181818181818181,28.0
Scratch,Shadow Ball,Normal,4,2,2.0,Ghost,100,-55,-1.8181818181818181,28.0
Psywave,Ice Beam,Psychic,3,2,1.5,Ice,90,-55,-1.6363636363636365,28.0
Psywave,Mega Drain,Psychic,3,2,1.5,Grass,25,-55,-0.45454545454545453,28.0
Bite,Flame Wheel,Dark,4,2,2.0,Fire,60,-55,-1.0909090909090908,28.0
Bite,Megahorn,Dark,4,2,2.0,Bug,110,-55,-2.0,28.0
Scratch,Techno Blast Shock,Normal,4,2,2.0,Electric,120,-55,-2.1818181818181817,28.0
Bite,Flamethrower,Dark,4,2,2.0,Fire,90,-55,-1.6363636363636365,28.0
Psywave,Shadow Ball,Psychic,3,2,1.5,Ghost,100,-55,-1.8181818181818181,28.0
Psywave,Parabolic Charge,Psychic,3,2,1.5,Electric,65,-55,-1.1818181818181819,28.0
Bite,Stone Edge,Dark,4,2,2.0,Rock,100,-55,-1.8181818181818181,28.0
Scratch,Mega Drain,Normal,4,2,2.0,Grass,25,-55,-0.45454545454545453,28.0
Scratch,Techno Blast Water,Normal,4,2,2.0,Water,120,-55,-2.1818181818181817,28.0
Psywave,Draining Kiss,Psychic,3,2,1.5,Fairy,60,-55,-1.0909090909090908,28.0
Scratch,Ice Beam,Normal,4,2,2.0,Ice,90,-55,-1.6363636363636365,28.0
Scratch,Stone Edge,Normal,4,2,2.0,Rock,100,-55,-1.8181818181818181,28.0
Bite,Draining Kiss,Dark,4,2,2.0,Fairy,60,-55,-1.0909090909090908,28.0
Bite,Thunderbolt,Dark,4,2,2.0,Electric,90,-55,-1.6363636363636365,28.0
Bite,Water Pulse,Dark,4,2,2.0,Water,80,-55,-1.4545454545454546,28.0
Cut,Techno Blast Chill,Normal,3,2,1.5,Ice,120,-55,-2.1818181818181817,28.0
Cut,Techno Blast Burn,Normal,3,2,1.5,Fire,120,-55,-2.1818181818181817,28.0
Cut,Techno Blast Normal,Normal,3,2,1.5,Normal,120,-55,-2.1818181818181817,28.0
Bite,Psychic,Dark,4,2,2.0,Psychic,75,-55,-1.3636363636363635,28.0
Bite,Air Cutter,Dark,4,2,2.0,Flying,60,-55,-1.0909090909090908,28.0
Psywave,High Jump Kick,Psychic,3,2,1.5,Fighting,110,-55,-2.0,28.0
Scratch,Earth Power,Normal,4,2,2.0,Ground,90,-55,-1.6363636363636365,28.0
Cut,Flame Wheel,Normal,3,2,1.5,Fire,60,-55,-1.0909090909090908,28.0
Cut,Megahorn,Normal,3,2,1.5,Bug,110,-55,-2.0,28.0
Cut,Flamethrower,Normal,3,2,1.5,Fire,90,-55,-1.6363636363636365,28.0
Cut,Techno Blast Water,Normal,3,2,1.5,Water,120,-55,-2.1818181818181817,28.0
Cut,Stone Edge,Normal,3,2,1.5,Rock,100,-55,-1.8181818181818181,28.0
Bite,Night Shade,Dark,4,2,2.0,Ghost,60,-55,-1.0909090909090908,28.0
Scratch,Signal Beam,Normal,4,2,2.0,Bug,75,-55,-1.3636363636363635,28.0
Bite,Overheat,Dark,4,2,2.0,Fire,130,-55,-2.3636363636363638,28.0
Scratch,Last Resort,Normal,4,2,2.0,Normal,90,-55,-1.6363636363636365,28.0
Bite,Energy Ball,Dark,4,2,2.0,Grass,90,-55,-1.6363636363636365,28.0
Bite,Mirror Coat,Dark,4,2,2.0,Psychic,60,-55,-1.0909090909090908,28.0
Cut,Ice Beam,Normal,3,2,1.5,Ice,90,-55,-1.6363636363636365,28.0
Scratch,Flame Burst,Normal,4,2,2.0,Fire,70,-55,-1.2727272727272727,28.0
Cut,Mega Drain,Normal,3,2,1.5,Grass,25,-55,-0.45454545454545453,28.0
Bite,Last Resort,Dark,4,2,2.0,Normal,90,-55,-1.6363636363636365,28.0
Bite,Brave Bird,Dark,4,2,2.0,Flying,130,-55,-2.3636363636363638,28.0
Bite,Flame Burst,Dark,4,2,2.0,Fire,70,-55,-1.2727272727272727,28.0
Cut,Aura Sphere,Normal,3,2,1.5,Fighting,100,-55,-1.8181818181818181,28.0
Cut,Leaf Storm,Normal,3,2,1.5,Grass,130,-55,-2.3636363636363638,28.0
Psywave,Aura Sphere,Psychic,3,2,1.5,Fighting,100,-55,-1.8181818181818181,28.0
Psywave,Techno Blast Normal,Psychic,3,2,1.5,Normal,120,-55,-2.1818181818181817,28.0
Psywave,Techno Blast Burn,Psychic,3,2,1.5,Fire,120,-55,-2.1818181818181817,28.0
Psywave,Techno Blast Chill,Psychic,3,2,1.5,Ice,120,-55,-2.1818181818181817,28.0
Cut,Techno Blast Shock,Normal,3,2,1.5,Electric,120,-55,-2.1818181818181817,28.0
Psywave,Techno Blast Shock,Psychic,3,2,1.5,Electric,120,-55,-2.1818181818181817,28.0
Psywave,Leaf Storm,Psychic,3,2,1.5,Grass,130,-55,-2.3636363636363638,28.0
Psywave,Techno Blast Water,Psychic,3,2,1.5,Water,120,-55,-2.1818181818181817,28.0
Bite,Signal Beam,Dark,4,2,2.0,Bug,75,-55,-1.3636363636363635,28.0
Scratch,Draining Kiss,Normal,4,2,2.0,Fairy,60,-55,-1.0909090909090908,28.0
Scratch,Dragon Pulse,Normal,4,2,2.0,Dragon,90,-60,-1.5,30.0
Cut,Mist Ball,Normal,3,2,1.5,Psychic,120,-60,-2.0,30.0
Scratch,Thunder,Normal,4,2,2.0,Electric,100,-60,-1.6666666666666667,30.0
Water Gun,Shadow Force,Water,3,3,1.0,Ghost,120,-90,-1.3333333333333333,30.0
Tackle,Shadow Force,Normal,3,3,1.0,Ghost,120,-90,-1.3333333333333333,30.0
Scratch,Play Rough,Normal,4,2,2.0,Fairy,90,-60,-1.5,30.0
Cut,Luster Purge,Normal,3,2,1.5,Psychic,120,-60,-2.0,30.0
Cut,Outrage,Normal,3,2,1.5,Dragon,110,-60,-1.8333333333333333,30.0
Dragon Breath,Shadow Force,Dragon,4,3,1.3333333333333333,Ghost,120,-90,-1.3333333333333333,30.0
Scratch,Darkest Lariat,Normal,4,2,2.0,Dark,120,-60,-2.0,30.0
Scratch,Psybeam,Normal,4,2,2.0,Psychic,70,-60,-1.1666666666666667,30.0
Cut,Darkest Lariat,Normal,3,2,1.5,Dark,120,-60,-2.0,30.0
Scratch,Power Gem,Normal,4,2,2.0,Rock,80,-60,-1.3333333333333333,30.0
Cut,High Horsepower,Normal,3,2,1.5,Ground,100,-60,-1.6666666666666667,30.0
Scratch,Rock Tomb,Normal,4,2,2.0,Rock,70,-60,-1.1666666666666667,30.0
Cut,Gyro Ball,Normal,3,2,1.5,Steel,80,-60,-1.3333333333333333,30.0
Scratch,Moonblast,Normal,4,2,2.0,Fairy,110,-60,-1.8333333333333333,30.0
Cut,Origin Pulse,Normal,3,2,1.5,Water,130,-60,-2.1666666666666665,30.0
Cut,Acrobatics,Normal,3,2,1.5,Flying,110,-60,-1.8333333333333333,30.0
Cut,Payback,Normal,3,2,1.5,Dark,110,-60,-1.8333333333333333,30.0
Scratch,Bug Buzz,Normal,4,2,2.0,Bug,100,-60,-1.6666666666666667,30.0
Scratch,Bulldoze,Normal,4,2,2.0,Ground,80,-60,-1.3333333333333333,30.0
Cut,Aurora Beam,Normal,3,2,1.5,Ice,80,-60,-1.3333333333333333,30.0
Cut,Precipice Blades,Normal,3,2,1.5,Ground,130,-60,-2.1666666666666665,30.0
Cut,Meteor Beam,Normal,3,2,1.5,Rock,120,-60,-2.0,30.0
Cut,Power Gem,Normal,3,2,1.5,Rock,80,-60,-1.3333333333333333,30.0
Psywave,High Horsepower,Psychic,3,2,1.5,Ground,100,-60,-1.6666666666666667,30.0
Psywave,Play Rough,Psychic,3,2,1.5,Fairy,90,-60,-1.5,30.0
Cut,Psybeam,Normal,3,2,1.5,Psychic,70,-60,-1.1666666666666667,30.0
Bite,Gyro Ball,Dark,4,2,2.0,Steel,80,-60,-1.3333333333333333,30.0
Bite,Outrage,Dark,4,2,2.0,Dragon,110,-60,-1.8333333333333333,30.0
Bite,Origin Pulse,Dark,4,2,2.0,Water,130,-60,-2.1666666666666665,30.0
Psywave,Moonblast,Psychic,3,2,1.5,Fairy,110,-60,-1.8333333333333333,30.0
Cut,Bug Buzz,Normal,3,2,1.5,Bug,100,-60,-1.6666666666666667,30.0
Bite,Precipice Blades,Dark,4,2,2.0,Ground,130,-60,-2.1666666666666665,30.0
Scratch,Precipice Blades,Normal,4,2,2.0,Ground,130,-60,-2.1666666666666665,30.0
Scratch,Origin Pulse,Normal,4,2,2.0,Water,130,-60,-2.1666666666666665,30.0
Cut,Rock Tomb,Normal,3,2,1.5,Rock,70,-60,-1.1666666666666667,30.0
Psywave,Dragon Pulse,Psychic,3,2,1.5,Dragon,90,-60,-1.5,30.0
Bite,Payback,Dark,4,2,2.0,Dark,110,-60,-1.8333333333333333,30.0
Scratch,Outrage,Normal,4,2,2.0,Dragon,110,-60,-1.8333333333333333,30.0
Psywave,Thunder,Psychic,3,2,1.5,Electric,100,-60,-1.6666666666666667,30.0
Cut,Thunder,Normal,3,2,1.5,Electric,100,-60,-1.6666666666666667,30.0
Cut,Dragon Pulse,Normal,3,2,1.5,Dragon,90,-60,-1.5,30.0
Bite,Aurora Beam,Dark,4,2,2.0,Ice,80,-60,-1.3333333333333333,30.0
Psywave,Bulldoze,Psychic,3,2,1.5,Ground,80,-60,-1.3333333333333333,30.0
Scratch,High Horsepower,Normal,4,2,2.0,Ground,100,-60,-1.6666666666666667,30.0
Psywave,Darkest Lariat,Psychic,3,2,1.5,Dark,120,-60,-2.0,30.0
Scratch,Payback,Normal,4,2,2.0,Dark,110,-60,-1.8333333333333333,30.0
Bite,Dragon Pulse,Dark,4,2,2.0,Dragon,90,-60,-1.5,30.0
