Fast Name,Charged Name,Fast Type,Fast Power,Fast Energy,Fast Power Per Energy,Charged Type,Charged Power,Charged Energy,Charged Power Per Energy,Charged Rate
Sucker Punch,Focus Blast,Dark,7,8,0.875,Fighting,140,-100,-1.4,13.0
Counter,Sacred Fire,Fighting,12,8,1.5,Fire,120,-100,-1.2,13.0
Counter,Aeroblast,Fighting,12,8,1.5,Flying,200,-100,-2.0,13.0
Sucker Punch,Zap Cannon,Dark,7,8,0.875,Electric,140,-100,-1.4,13.0
Sucker Punch,Hydro Pump,Dark,7,8,0.875,Water,130,-100,-1.3,13.0
Counter,Aeroblast,Fighting,12,8,1.5,Flying,225,-100,-2.25,13.0
Sucker Punch,Fire Blast,Dark,7,8,0.875,Fire,140,-100,-1.4,13.0
Sucker Punch,Gunk Shot,Dark,7,8,0.875,Poison,130,-100,-1.3,13.0
Sucker Punch,Blizzard,Dark,7,8,0.875,Ice,130,-100,-1.3,13.0
Sucker Punch,Heat Wave,Dark,7,8,0.875,Fire,95,-100,-0.95,13.0
Counter,Solar Beam,Fighting,12,8,1.5,Grass,180,-100,-1.8,13.0
Sucker Punch,Petal Blizzard,Dark,7,8,0.875,Grass,110,-100,-1.1,13.0
Counter,Hurricane,Fighting,12,8,1.5,Flying,110,-100,-1.1,13.0
Counter,Scald Blastoise,Fighting,12,8,1.5,Water,50,-100,-0.5,13.0
Counter,Hydro Pump Blastoise,Fighting,12,8,1.5,Water,90,-100,-0.9,13.0
Counter,Close Combat,Fighting,12,8,1.5,Fighting,100,-100,-1.0,13.0
Counter,Focus Blast,Fighting,12,8,1.5,Fighting,140,-100,-1.4,13.0
Counter,Zap Cannon,Fighting,12,8,1.5,Electric,140,-100,-1.4,13.0
Counter,Brave Bird,Fighting,12,8,1.5,Flying,130,-100,-1.3,13.0
Sucker Punch,Thunder,Dark,7,8,0.875,Electric,100,-100,-1.0,13.0
Counter,Overheat,Fighting,12,8,1.5,Fire,160,-100,-1.6,13.0
Counter,Futuresight,Fighting,12,8,1.5,Psychic,120,-100,-1.2,13.0
Counter,Draco Meteor,Fighting,12,8,1.5,Dragon,150,-100,-1.5,13.0
Sucker Punch,Moonblast,Dark,7,8,0.875,Fairy,130,-100,-1.3,13.0
Counter,Origin Pulse,Fighting,12,8,1.5,Water,130,-100,-1.3,13.0
Counter,Precipice Blades,Fighting,12,8,1.5,Ground,130,-100,-1.3,13.0
Sucker Punch,Sludge Wave,Dark,7,8,0.875,Poison,110,-100,-1.1,13.0
Counter,Skull Bash,Fighting,12,8,1.5,Normal,130,-100,-1.3,13.0
Counter,Sacred Fire,Fighting,12,8,1.5,Fire,135,-100,-1.35,13.0
Sucker Punch,Brave Bird,Dark,7,8,0.875,Flying,130,-100,-1.3,13.0
Counter,Sacred Fire,Fighting,12,8,1.5,Fire,155,-100,-1.55,13.0
Sucker Punch,Skull Bash,Dark,7,8,0.875,Normal,130,-100,-1.3,13.0
Counter,High Jump Kick,Fighting,12,8,1.5,Fighting,90,-100,-0.9,13.0
Sucker Punch,Giga Impact,Dark,7,8,0.875,Normal,200,-100,-2.0,13.0
Sucker Punch,Payback,Dark,7,8,0.875,Dark,100,-100,-1.0,13.0
Sucker Punch,Aeroblast,Dark,7,8,0.875,Flying,180,-100,-1.8,13.0
Sucker Punch,Techno Blast Normal,Dark,7,8,0.875,Normal,120,-100,-1.2,13.0
Sucker Punch,Techno Blast Burn,Dark,7,8,0.875,Fire,120,-100,-1.2,13.0
Sucker Punch,Techno Blast Chill,Dark,7,8,0.875,Ice,120,-100,-1.2,13.0
Sucker Punch,Techno Blast Water,Dark,7,8,0.875,Water,120,-100,-1.2,13.0
Sucker Punch,Techno Blast Shock,Dark,7,8,0.875,Electric,120,-100,-1.2,13.0
Sucker Punch,Leaf Storm,Dark,7,8,0.875,Grass,130,-100,-1.3,13.0
Sucker Punch,Sacred Fire,Dark,7,8,0.875,Fire,120,-100,-1.2,13.0
Sucker Punch,Aeroblast,Dark,7,8,0.875,Flying,200,-100,-2.0,13.0
Sucker Punch,Aeroblast,Dark,7,8,0.875,Flying,225,-100,-2.25,13.0
Sucker Punch,Sacred Fire,Dark,7,8,0.875,Fire,135,-100,-1.35,13.0
Sucker Punch,Sacred Fire,Dark,7,8,0.875,Fire,155,-100,-1.55,13.0
Sucker Punch,Acrobatics,Dark,7,8,0.875,Flying,100,-100,-1.0,13.0
Sucker Punch,Luster Purge,Dark,7,8,0.875,Psychic,100,-100,-1.0,13.0
Sucker Punch,Mist Ball,Dark,7,8,0.875,Psychic,105,-100,-1.05,13.0
Counter,Moongeist Beam,Fighting,12,8,1.5,Ghost,230,-100,-2.3,13.0
Counter,Sunsteel Strike,Fighting,12,8,1.5,Steel,230,-100,-2.3,13.0
Counter,Wildbold Storm,Fighting,12,8,1.5,Electric,140,-100,-1.4,13.0
Counter,Sandsear Storm,Fighting,12,8,1.5,Ground,140,-100,-1.4,13.0
Counter,Acrobatics,Fighting,12,8,1.5,Flying,100,-100,-1.0,13.0
Counter,Luster Purge,Fighting,12,8,1.5,Psychic,100,-100,-1.0,13.0
Counter,Mist Ball,Fighting,12,8,1.5,Psychic,105,-100,-1.05,13.0
Counter,Seed Flare,Fighting,12,8,1.5,Grass,120,-100,-1.2,13.0
Counter,Shadow Force,Fighting,12,8,1.5,Ghost,140,-100,-1.4,13.0
Counter,Meteor Beam,Fighting,12,8,1.5,Rock,140,-100,-1.4,13.0
Counter,Fusion Bolt,Fighting,12,8,1.5,Electric,140,-100,-1.4,13.0
Sucker Punch,Overheat,Dark,7,8,0.875,Fire,160,-100,-1.6,13.0
Counter,Fusion Flare,Fighting,12,8,1.5,Fire,140,-100,-1.4,13.0
Counter,Giga Drain,Fighting,12,8,1.5,Grass,50,-100,-0.5,13.0
Counter,Poltergeist,Fighting,12,8,1.5,Ghost,140,-100,-1.4,13.0
Counter,High Horsepower,Fighting,12,8,1.5,Ground,110,-100,-1.1,13.0
Counter,Glaciate,Fighting,12,8,1.5,Ice,160,-100,-1.6,13.0
Counter,Boomburst,Fighting,12,8,1.5,Normal,140,-100,-1.4,13.0
Sucker Punch,Draco Meteor,Dark,7,8,0.875,Dragon,150,-100,-1.5,13.0
Counter,Spacial Rend,Fighting,12,8,1.5,Dragon,160,-100,-1.6,13.0
Sucker Punch,Origin Pulse,Dark,7,8,0.875,Water,130,-100,-1.3,13.0
Counter,Roar Of Time,Fighting,12,8,1.5,Dragon,160,-100,-1.6,13.0
Sucker Punch,Precipice Blades,Dark,7,8,0.875,Ground,130,-100,-1.3,13.0
Counter,Bleakwind Storm,Fighting,12,8,1.5,Flying,140,-100,-1.4,13.0
Sucker Punch,Futuresight,Dark,7,8,0.875,Psychic,120,-100,-1.2,13.0
Sucker Punch,Flash Cannon,Dark,7,8,0.875,Steel,100,-100,-1.0,13.0
Sucker Punch,Stone Edge,Dark,7,8,0.875,Rock,100,-100,-1.0,13.0
Counter,Hydro Pump,Fighting,12,8,1.5,Water,130,-100,-1.3,13.0
Bite,Grass Knot,Dark,6,4,1.5,Grass,90,-50,-1.8,13.0
Bite,Energy Ball,Dark,6,4,1.5,Grass,90,-50,-1.8,13.0
Bite,Mirror Coat,Dark,6,4,1.5,Psychic,60,-50,-1.2,13.0
Bite,Outrage,Dark,6,4,1.5,Dragon,110,-50,-2.2,13.0
Bite,Foul Play,Dark,6,4,1.5,Dark,70,-50,-1.4,13.0
Bite,Surf,Dark,6,4,1.5,Water,65,-50,-1.3,13.0
Bite,Psycho Boost,Dark,6,4,1.5,Psychic,70,-50,-1.4,13.0
Bite,Dragon Pulse,Dark,6,4,1.5,Dragon,90,-50,-1.8,13.0
Bite,Thunderbolt,Dark,6,4,1.5,Electric,80,-50,-1.6,13.0
Bite,Parabolic Charge,Dark,6,4,1.5,Electric,65,-50,-1.3,13.0
Bite,Frenzy Plant,Dark,6,4,1.5,Grass,100,-50,-2.0,13.0
Bite,Iron Head,Dark,6,4,1.5,Steel,60,-50,-1.2,13.0
Bite,Blast Burn,Dark,6,4,1.5,Fire,110,-50,-2.2,13.0
Bite,Hydro Cannon,Dark,6,4,1.5,Water,90,-50,-1.8,13.0
Bite,Last Resort,Dark,6,4,1.5,Normal,90,-50,-1.8,13.0
Bite,Meteor Mash,Dark,6,4,1.5,Steel,100,-50,-2.0,13.0
Bite,Shadow Ball,Dark,6,4,1.5,Ghost,100,-50,-2.0,13.0
Bite,Acid Spray,Dark,6,4,1.5,Poison,20,-50,-0.4,13.0
Bite,Earth Power,Dark,6,4,1.5,Ground,100,-50,-2.0,13.0
Bite,Draining Kiss,Dark,6,4,1.5,Fairy,60,-50,-1.2,13.0
Bite,Heavy Slam,Dark,6,4,1.5,Steel,70,-50,-1.4,13.0
Bite,Gyro Ball,Dark,6,4,1.5,Steel,80,-50,-1.6,13.0
Bite,Night Shade,Dark,6,4,1.5,Ghost,60,-50,-1.2,13.0
Bite,Psychic,Dark,6,4,1.5,Psychic,90,-50,-1.8,13.0
Bite,Scald,Dark,6,4,1.5,Water,80,-50,-1.6,13.0
Bite,Power Whip,Dark,6,4,1.5,Grass,90,-50,-1.8,13.0
Bite,Air Cutter,Dark,6,4,1.5,Flying,60,-50,-1.2,13.0
Bite,Water Pulse,Dark,6,4,1.5,Water,70,-50,-1.4,13.0
Bite,Swift,Dark,6,4,1.5,Normal,60,-50,-1.2,13.0
Bite,Brine,Dark,6,4,1.5,Water,60,-50,-1.2,13.0
Bite,Stomp,Dark,6,4,1.5,Normal,55,-50,-1.1,13.0
Bite,Hyper Fang,Dark,6,4,1.5,Normal,80,-50,-1.6,13.0
Bite,Crabhammer,Dark,6,4,1.5,Water,85,-50,-1.7,13.0
Bite,Flame Burst,Dark,6,4,1.5,Fire,70,-50,-1.4,13.0
Bite,Signal Beam,Dark,6,4,1.5,Bug,75,-50,-1.5,13.0
Bite,Aurora Beam,Dark,6,4,1.5,Ice,80,-50,-1.6,13.0
Bite,Bulldoze,Dark,6,4,1.5,Ground,80,-50,-1.6,13.0
Bite,Wild Charge,Dark,6,4,1.5,Electric,90,-50,-1.8,13.0
Bite,Avalanche,Dark,6,4,1.5,Ice,90,-50,-1.8,13.0
Bite,Sky Attack,Dark,6,4,1.5,Flying,80,-50,-1.6,13.0
Bite,Sludge Bomb,Dark,6,4,1.5,Poison,80,-50,-1.6,13.0
Bite,Play Rough,Dark,6,4,1.5,Fairy,90,-50,-1.8,13.0
Bite,Dazzling Gleam,Dark,6,4,1.5,Fairy,100,-50,-2.0,13.0
Bite,Dynamic Punch,Dark,6,4,1.5,Fighting,90,-50,-1.8,13.0
Sucker Punch,Seed Flare,Dark,7,8,0.875,Grass,120,-100,-1.2,13.0
Bite,Power Gem,Dark,6,4,1.5,Rock,80,-50,-1.6,13.0
Bite,Rock Tomb,Dark,6,4,1.5,Rock,70,-50,-1.4,13.0
Bite,Trailblaze,Dark,6,4,1.5,Grass,65,-50,-1.3,13.0
Bite,Scorching Sands,Dark,6,4,1.5,Ground,95,-50,-1.9,13.0
Bite,Darkest Lariat,Dark,6,4,1.5,Dark,80,-50,-1.6,13.0
Counter,Hyper Beam,Fighting,12,8,1.5,Normal,150,-100,-1.5,13.0
Counter,Megahorn,Fighting,12,8,1.5,Bug,110,-100,-1.1,13.0
Counter,Earthquake,Fighting,12,8,1.5,Ground,140,-100,-1.4,13.0
Counter,Stone Edge,Fighting,12,8,1.5,Rock,100,-100,-1.0,13.0
Sucker Punch,Hyper Beam,Dark,7,8,0.875,Normal,150,-100,-1.5,13.0
Counter,Flash Cannon,Fighting,12,8,1.5,Steel,100,-100,-1.0,13.0
Counter,Blizzard,Fighting,12,8,1.5,Ice,130,-100,-1.3,13.0
Counter,Heat Wave,Fighting,12,8,1.5,Fire,95,-100,-0.95,13.0
Counter,Petal Blizzard,Fighting,12,8,1.5,Grass,110,-100,-1.1,13.0
Sucker Punch,Megahorn,Dark,7,8,0.875,Bug,110,-100,-1.1,13.0
Counter,Thunder,Fighting,12,8,1.5,Electric,100,-100,-1.0,13.0
Sucker Punch,Earthquake,Dark,7,8,0.875,Ground,140,-100,-1.4,13.0
Counter,Moonblast,Fighting,12,8,1.5,Fairy,130,-100,-1.3,13.0
Counter,Sludge Wave,Fighting,12,8,1.5,Poison,110,-100,-1.1,13.0
Counter,Gunk Shot,Fighting,12,8,1.5,Poison,130,-100,-1.3,13.0
Counter,Fire Blast,Fighting,12,8,1.5,Fire,140,-100,-1.4,13.0
Bite,Natures Madness,Dark,6,4,1.5,Fairy,90,-50,-1.8,13.0
Bite,Oblivion Wing,Dark,6,4,1.5,Flying,85,-50,-1.7,13.0
Bite,Dragon Ascent,Dark,6,4,1.5,Flying,140,-50,-2.8,13.0
Bite,Feather Dance,Dark,6,4,1.5,Flying,35,-50,-0.7,13.0
Bite,Submission,Dark,6,4,1.5,Fighting,60,-50,-1.2,13.0
Bite,Bug Buzz,Dark,6,4,1.5,Bug,100,-50,-2.0,13.0
Bite,Mega Drain,Dark,6,4,1.5,Grass,25,-50,-0.5,13.0
Bite,Drill Run,Dark,6,4,1.5,Ground,80,-50,-1.6,13.0
Bite,Ice Beam,Dark,6,4,1.5,Ice,90,-50,-1.8,13.0
Bite,Psybeam,Dark,6,4,1.5,Psychic,70,-50,-1.4,13.0
Bite,Cross Chop,Dark,6,4,1.5,Fighting,50,-50,-1.0,13.0
Bite,Dig,Dark,6,4,1.5,Ground,100,-50,-2.0,13.0
Bite,Flamethrower,Dark,6,4,1.5,Fire,70,-50,-1.4,13.0
Bite,Rock Slide,Dark,6,4,1.5,Rock,80,-50,-1.6,13.0
Bite,Flame Wheel,Dark,6,4,1.5,Fire,60,-50,-1.2,13.0
Bite,Octazooka,Dark,6,4,1.5,Water,50,-50,-1.0,13.0
Bite,Super Power,Dark,6,4,1.5,Fighting,85,-50,-1.7,13.0
Bite,Shadow Bone,Dark,6,4,1.5,Ghost,80,-50,-1.6,13.0
Bite,Synchronoise,Dark,6,4,1.5,Psychic,80,-50,-1.6,13.0
Bite,Flying Press,Dark,6,4,1.5,Fighting,110,-50,-2.2,13.0
Bite,Aura Sphere,Dark,6,4,1.5,Fighting,90,-50,-1.8,13.0
Bite,Rock Wrecker,Dark,6,4,1.5,Rock,110,-50,-2.2,13.0
Bite,Fly,Dark,6,4,1.5,Flying,80,-50,-1.6,13.0
Bite,Tri Attack,Dark,6,4,1.5,Normal,75,-50,-1.5,13.0
Bite,Dark Pulse,Dark,6,4,1.5,Dark,80,-50,-1.6,13.0
Fire Fang,Skull Bash,Fire,12,8,1.5,Normal,130,-100,-1.3,13.0
Sucker Punch,Shadow Force,Dark,7,8,0.875,Ghost,140,-100,-1.4,13.0
Sucker Punch,Fusion Bolt,Dark,7,8,0.875,Electric,140,-100,-1.4,13.0
Thunder Shock,Payback,Electric,5,8,0.625,Dark,100,-100,-1.0,13.0
Thunder Shock,Aeroblast,Electric,5,8,0.625,Flying,180,-100,-1.8,13.0
Thunder Shock,Techno Blast Normal,Electric,5,8,0.625,Normal,120,-100,-1.2,13.0
Thunder Shock,Techno Blast Burn,Electric,5,8,0.625,Fire,120,-100,-1.2,13.0
Thunder Shock,Techno Blast Chill,Electric,5,8,0.625,Ice,120,-100,-1.2,13.0
Thunder Shock,Techno Blast Water,Electric,5,8,0.625,Water,120,-100,-1.2,13.0
Thunder Shock,Techno Blast Shock,Electric,5,8,0.625,Electric,120,-100,-1.2,13.0
Thunder Shock,Leaf Storm,Electric,5,8,0.625,Grass,130,-100,-1.3,13.0
Thunder Shock,Sacred Fire,Electric,5,8,0.625,Fire,120,-100,-1.2,13.0
Thunder Shock,Aeroblast,Electric,5,8,0.625,Flying,200,-100,-2.0,13.0
Thunder Shock,Aeroblast,Electric,5,8,0.625,Flying,225,-100,-2.25,13.0
Thunder Shock,Sacred Fire,Electric,5,8,0.625,Fire,135,-100,-1.35,13.0
Thunder Shock,Sacred Fire,Electric,5,8,0.625,Fire,155,-100,-1.55,13.0
Thunder Shock,Acrobatics,Electric,5,8,0.625,Flying,100,-100,-1.0,13.0
Thunder Shock,Luster Purge,Electric,5,8,0.625,Psychic,100,-100,-1.0,13.0
Thunder Shock,Mist Ball,Electric,5,8,0.625,Psychic,105,-100,-1.05,13.0
Thunder Shock,Seed Flare,Electric,5,8,0.625,Grass,120,-100,-1.2,13.0
Thunder Shock,Shadow Force,Electric,5,8,0.625,Ghost,140,-100,-1.4,13.0
Thunder Shock,Meteor Beam,Electric,5,8,0.625,Rock,140,-100,-1.4,13.0
Thunder Shock,Giga Impact,Electric,5,8,0.625,Normal,200,-100,-2.0,13.0
Thunder Shock,Fusion Bolt,Electric,5,8,0.625,Electric,140,-100,-1.4,13.0
Thunder Shock,Skull Bash,Electric,5,8,0.625,Normal,130,-100,-1.3,13.0
Thunder Shock,Draco Meteor,Electric,5,8,0.625,Dragon,150,-100,-1.5,13.0
Thunder Shock,Heat Wave,Electric,5,8,0.625,Fire,95,-100,-0.95,13.0
Thunder Shock,Petal Blizzard,Electric,5,8,0.625,Grass,110,-100,-1.1,13.0
Thunder Shock,Thunder,Electric,5,8,0.625,Electric,100,-100,-1.0,13.0
Thunder Shock,Moonblast,Electric,5,8,0.625,Fairy,130,-100,-1.3,13.0
Thunder Shock,Sludge Wave,Electric,5,8,0.625,Poison,110,-100,-1.1,13.0
Thunder Shock,Gunk Shot,Electric,5,8,0.625,Poison,130,-100,-1.3,13.0
Thunder Shock,Fire Blast,Electric,5,8,0.625,Fire,140,-100,-1.4,13.0
Thunder Shock,Hydro Pump,Electric,5,8,0.625,Water,130,-100,-1.3,13.0
Thunder Shock,Giga Drain,Electric,5,8,0.625,Grass,50,-100,-0.5,13.0
Thunder Shock,Solar Beam,Electric,5,8,0.625,Grass,180,-100,-1.8,13.0
Thunder Shock,Hurricane,Electric,5,8,0.625,Flying,110,-100,-1.1,13.0
Thunder Shock,Scald Blastoise,Electric,5,8,0.625,Water,50,-100,-0.5,13.0
Thunder Shock,Hydro Pump Blastoise,Electric,5,8,0.625,Water,90,-100,-0.9,13.0
Thunder Shock,Close Combat,Electric,5,8,0.625,Fighting,100,-100,-1.0,13.0
Thunder Shock,Focus Blast,Electric,5,8,0.625,Fighting,140,-100,-1.4,13.0
Thunder Shock,Zap Cannon,Electric,5,8,0.625,Electric,140,-100,-1.4,13.0
Thunder Shock,Brave Bird,Electric,5,8,0.625,Flying,130,-100,-1.3,13.0
Thunder Shock,Overheat,Electric,5,8,0.625,Fire,160,-100,-1.6,13.0
Thunder Shock,Futuresight,Electric,5,8,0.625,Psychic,120,-100,-1.2,13.0
Thunder Shock,Origin Pulse,Electric,5,8,0.625,Water,130,-100,-1.3,13.0
Thunder Shock,Fusion Flare,Electric,5,8,0.625,Fire,140,-100,-1.4,13.0
Thunder Shock,Poltergeist,Electric,5,8,0.625,Ghost,140,-100,-1.4,13.0
Thunder Shock,High Horsepower,Electric,5,8,0.625,Ground,110,-100,-1.1,13.0
Fire Fang,Meteor Beam,Fire,12,8,1.5,Rock,140,-100,-1.4,13.0
Fire Fang,Shadow Force,Fire,12,8,1.5,Ghost,140,-100,-1.4,13.0
Fire Fang,Seed Flare,Fire,12,8,1.5,Grass,120,-100,-1.2,13.0
Fire Fang,Mist Ball,Fire,12,8,1.5,Psychic,105,-100,-1.05,13.0
Fire Fang,Luster Purge,Fire,12,8,1.5,Psychic,100,-100,-1.0,13.0
Fire Fang,Acrobatics,Fire,12,8,1.5,Flying,100,-100,-1.0,13.0
Fire Fang,Sacred Fire,Fire,12,8,1.5,Fire,155,-100,-1.55,13.0
Fire Fang,Sacred Fire,Fire,12,8,1.5,Fire,135,-100,-1.35,13.0
Fire Fang,Aeroblast,Fire,12,8,1.5,Flying,225,-100,-2.25,13.0
Fire Fang,Aeroblast,Fire,12,8,1.5,Flying,200,-100,-2.0,13.0
Fire Fang,Sacred Fire,Fire,12,8,1.5,Fire,120,-100,-1.2,13.0
Fire Fang,Leaf Storm,Fire,12,8,1.5,Grass,130,-100,-1.3,13.0
Fire Fang,Techno Blast Shock,Fire,12,8,1.5,Electric,120,-100,-1.2,13.0
Fire Fang,Techno Blast Water,Fire,12,8,1.5,Water,120,-100,-1.2,13.0
Fire Fang,Techno Blast Chill,Fire,12,8,1.5,Ice,120,-100,-1.2,13.0
Fire Fang,Techno Blast Burn,Fire,12,8,1.5,Fire,120,-100,-1.2,13.0
Fire Fang,Techno Blast Normal,Fire,12,8,1.5,Normal,120,-100,-1.2,13.0
Fire Fang,Aeroblast,Fire,12,8,1.5,Flying,180,-100,-1.8,13.0
Fire Fang,Payback,Fire,12,8,1.5,Dark,100,-100,-1.0,13.0
Fire Fang,Fusion Bolt,Fire,12,8,1.5,Electric,140,-100,-1.4,13.0
Fire Fang,Fusion Flare,Fire,12,8,1.5,Fire,140,-100,-1.4,13.0
Fire Fang,Poltergeist,Fire,12,8,1.5,Ghost,140,-100,-1.4,13.0
Fire Fang,High Horsepower,Fire,12,8,1.5,Ground,110,-100,-1.1,13.0
Thunder Shock,Glaciate,Electric,5,8,0.625,Ice,160,-100,-1.6,13.0
Fire Fang,High Jump Kick,Fire,12,8,1.5,Fighting,90,-100,-0.9,13.0
Thunder Shock,Boomburst,Electric,5,8,0.625,Normal,140,-100,-1.4,13.0
Fire Fang,Moongeist Beam,Fire,12,8,1.5,Ghost,230,-100,-2.3,13.0
Thunder Shock,Spacial Rend,Electric,5,8,0.625,Dragon,160,-100,-1.6,13.0
Fire Fang,Sunsteel Strike,Fire,12,8,1.5,Steel,230,-100,-2.3,13.0
Thunder Shock,Roar Of Time,Electric,5,8,0.625,Dragon,160,-100,-1.6,13.0
Fire Fang,Wildbold Storm,Fire,12,8,1.5,Electric,140,-100,-1.4,13.0
Thunder Shock,Bleakwind Storm,Electric,5,8,0.625,Flying,140,-100,-1.4,13.0
Thunder Shock,Blizzard,Electric,5,8,0.625,Ice,130,-100,-1.3,13.0
Fire Fang,Sandsear Storm,Fire,12,8,1.5,Ground,140,-100,-1.4,13.0
Thunder Shock,Sandsear Storm,Electric,5,8,0.625,Ground,140,-100,-1.4,13.0
Thunder Shock,Wildbold Storm,Electric,5,8,0.625,Electric,140,-100,-1.4,13.0
Fire Fang,Roar Of Time,Fire,12,8,1.5,Dragon,160,-100,-1.6,13.0
Fire Fang,Spacial Rend,Fire,12,8,1.5,Dragon,160,-100,-1.6,13.0
Thunder Shock,Sunsteel Strike,Electric,5,8,0.625,Steel,230,-100,-2.3,13.0
Thunder Shock,Moongeist Beam,Electric,5,8,0.625,Ghost,230,-100,-2.3,13.0
Thunder Shock,High Jump Kick,Electric,5,8,0.625,Fighting,90,-100,-0.9,13.0
Fire Fang,Boomburst,Fire,12,8,1.5,Normal,140,-100,-1.4,13.0
Fire Fang,Glaciate,Fire,12,8,1.5,Ice,160,-100,-1.6,13.0
Fire Fang,Bleakwind Storm,Fire,12,8,1.5,Flying,140,-100,-1.4,13.0
Thunder Shock,Flash Cannon,Electric,5,8,0.625,Steel,100,-100,-1.0,13.0
Thunder Shock,Stone Edge,Electric,5,8,0.625,Rock,100,-100,-1.0,13.0
Thunder Shock,Earthquake,Electric,5,8,0.625,Ground,140,-100,-1.4,13.0
Dragon Breath,Rock Tomb,Dragon,6,4,1.5,Rock,70,-50,-1.4,13.0
Dragon Breath,Rock Slide,Dragon,6,4,1.5,Rock,80,-50,-1.6,13.0
Dragon Breath,Power Gem,Dragon,6,4,1.5,Rock,80,-50,-1.6,13.0
Dragon Breath,Shadow Ball,Dragon,6,4,1.5,Ghost,100,-50,-2.0,13.0
Dragon Breath,Iron Head,Dragon,6,4,1.5,Steel,60,-50,-1.2,13.0
Dragon Breath,Parabolic Charge,Dragon,6,4,1.5,Electric,65,-50,-1.3,13.0
Dragon Breath,Thunderbolt,Dragon,6,4,1.5,Electric,80,-50,-1.6,13.0
Dragon Breath,Dragon Pulse,Dragon,6,4,1.5,Dragon,90,-50,-1.8,13.0
Dragon Breath,Draining Kiss,Dragon,6,4,1.5,Fairy,60,-50,-1.2,13.0
Dragon Breath,Dazzling Gleam,Dragon,6,4,1.5,Fairy,100,-50,-2.0,13.0
Dragon Breath,Play Rough,Dragon,6,4,1.5,Fairy,90,-50,-1.8,13.0
Dragon Breath,Sludge Bomb,Dragon,6,4,1.5,Poison,80,-50,-1.6,13.0
Dragon Breath,Bulldoze,Dragon,6,4,1.5,Ground,80,-50,-1.6,13.0
Dragon Breath,Signal Beam,Dragon,6,4,1.5,Bug,75,-50,-1.5,13.0
Dragon Breath,Flame Burst,Dragon,6,4,1.5,Fire,70,-50,-1.4,13.0
Dragon Breath,Brine,Dragon,6,4,1.5,Water,60,-50,-1.2,13.0
Dragon Breath,Water Pulse,Dragon,6,4,1.5,Water,70,-50,-1.4,13.0
Dragon Breath,Scald,Dragon,6,4,1.5,Water,80,-50,-1.6,13.0
Dragon Breath,Psychic,Dragon,6,4,1.5,Psychic,90,-50,-1.8,13.0
Dragon Breath,Submission,Dragon,6,4,1.5,Fighting,60,-50,-1.2,13.0
Dragon Breath,Bug Buzz,Dragon,6,4,1.5,Bug,100,-50,-2.0,13.0
Dragon Breath,Mega Drain,Dragon,6,4,1.5,Grass,25,-50,-0.5,13.0
Dragon Breath,Drill Run,Dragon,6,4,1.5,Ground,80,-50,-1.6,13.0
Sucker Punch,Fusion Flare,Dark,7,8,0.875,Fire,140,-100,-1.4,13.0
Sucker Punch,Poltergeist,Dark,7,8,0.875,Ghost,140,-100,-1.4,13.0
Sucker Punch,High Horsepower,Dark,7,8,0.875,Ground,110,-100,-1.1,13.0
Sucker Punch,Glaciate,Dark,7,8,0.875,Ice,160,-100,-1.6,13.0
Sucker Punch,Boomburst,Dark,7,8,0.875,Normal,140,-100,-1.4,13.0
Sucker Punch,Spacial Rend,Dark,7,8,0.875,Dragon,160,-100,-1.6,13.0
Sucker Punch,Roar Of Time,Dark,7,8,0.875,Dragon,160,-100,-1.6,13.0
Sucker Punch,Bleakwind Storm,Dark,7,8,0.875,Flying,140,-100,-1.4,13.0
Sucker Punch,Sandsear Storm,Dark,7,8,0.875,Ground,140,-100,-1.4,13.0
Dragon Breath,Psystrike,Dragon,6,4,1.5,Psychic,90,-50,-1.8,13.0
Sucker Punch,Wildbold Storm,Dark,7,8,0.875,Electric,140,-100,-1.4,13.0
Sucker Punch,Moongeist Beam,Dark,7,8,0.875,Ghost,230,-100,-2.3,13.0
Sucker Punch,High Jump Kick,Dark,7,8,0.875,Fighting,90,-100,-0.9,13.0
Dragon Breath,Dark Pulse,Dragon,6,4,1.5,Dark,80,-50,-1.6,13.0
Dragon Breath,Flame Wheel,Dragon,6,4,1.5,Fire,60,-50,-1.2,13.0
Dragon Breath,Flamethrower,Dragon,6,4,1.5,Fire,70,-50,-1.4,13.0
Dragon Breath,Dig,Dragon,6,4,1.5,Ground,100,-50,-2.0,13.0
Dragon Breath,Cross Chop,Dragon,6,4,1.5,Fighting,50,-50,-1.0,13.0
Dragon Breath,Psybeam,Dragon,6,4,1.5,Psychic,70,-50,-1.4,13.0
Dragon Breath,Ice Beam,Dragon,6,4,1.5,Ice,90,-50,-1.8,13.0
Sucker Punch,Sunsteel Strike,Dark,7,8,0.875,Steel,230,-100,-2.3,13.0
Sucker Punch,Meteor Beam,Dark,7,8,0.875,Rock,140,-100,-1.4,13.0
Dragon Breath,Power Whip,Dragon,6,4,1.5,Grass,90,-50,-1.8,13.0
Dragon Breath,Swift,Dragon,6,4,1.5,Normal,60,-50,-1.2,13.0
Dragon Breath,Crabhammer,Dragon,6,4,1.5,Water,85,-50,-1.7,13.0
Dragon Breath,Octazooka,Dragon,6,4,1.5,Water,50,-50,-1.0,13.0
Dragon Breath,Super Power,Dragon,6,4,1.5,Fighting,85,-50,-1.7,13.0
